epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,46.4391,0.8781,2.8306,0.75065,0.03253,0.95238,0.06352,0.04584,0.80386,3.86439,0.71009,0.0003318,0.0003318,0.0003318
19,48.803,0.71693,2.57742,0.75264,0.03184,1,0.06064,0.04048,0.79855,3.85584,0.70269,0.000340291,0.000340291,0.000340291
20,50.981,0.75821,2.66983,0.75888,0.03184,1,0.06064,0.04048,0.79855,3.85584,0.70269,0.00034765,0.00034765,0.00034765
21,53.3371,0.89281,1.98293,0.7958,0.03129,1,0.06138,0.04104,0.80651,3.82697,0.70705,0.000353878,0.000353878,0.000353878
22,55.3116,0.83329,2.54734,0.76502,0.03129,1,0.06138,0.04104,0.80651,3.82697,0.70705,0.000358973,0.000358973,0.000358973
23,58.019,0.73783,2.53592,0.77336,0.02968,1,0.05995,0.04218,0.79969,3.75705,0.71442,0.000362937,0.000362937,0.000362937
24,60.2694,0.7669,2.50752,0.73613,0.02968,1,0.05995,0.04218,0.79969,3.75705,0.71442,0.00036577,0.00036577,0.00036577
25,62.5809,0.79978,1.95943,0.81166,0.02923,1,0.16383,0.11659,0.7603,3.68241,0.70883,0.00036747,0.00036747,0.00036747
26,64.7192,0.65387,1.85751,0.76017,0.02923,1,0.16383,0.11659,0.7603,3.68241,0.70883,0.000368039,0.000368039,0.000368039
27,67.1648,0.71019,1.71095,0.79899,0.02923,1,0.16383,0.11659,0.7603,3.68241,0.70883,0.000367476,0.000367476,0.000367476
28,69.7882,1.00514,2.4108,0.85281,0.02666,1,0.25205,0.16996,0.73964,3.58299,0.70893,0.000365781,0.000365781,0.000365781
29,71.9075,0.89558,2.04442,0.80884,0.02666,1,0.25205,0.16996,0.73964,3.58299,0.70893,0.000362955,0.000362955,0.000362955
30,74.3512,0.89984,2.04226,0.73588,0.0252,1,0.36461,0.25689,0.74676,3.44612,0.7197,0.000358996,0.000358996,0.000358996
31,76.4672,0.65488,1.45163,0.77168,0.0252,1,0.36461,0.25689,0.74676,3.44612,0.7197,0.000353906,0.000353906,0.000353906
32,78.4709,0.9516,1.24957,0.86626,0.0252,1,0.36461,0.25689,0.74676,3.44612,0.7197,0.000347684,0.000347684,0.000347684
33,81.0548,0.66302,1.3813,0.76021,0.02464,1,0.50885,0.40039,0.74734,3.26255,0.73281,0.000340331,0.000340331,0.000340331
34,83.1389,0.68581,1.85297,0.78528,0.02464,1,0.50885,0.40039,0.74734,3.26255,0.73281,0.000331845,0.000331845,0.000331845
35,85.2764,0.63022,1.3952,0.79791,0.02464,1,0.50885,0.40039,0.74734,3.26255,0.73281,0.000322228,0.000322228,0.000322228
36,87.7726,0.84879,2.07199,0.76262,0.83222,0.38447,0.6004,0.50539,0.71403,3.07029,0.73686,0.000311479,0.000311479,0.000311479
37,90.05,0.65785,1.17306,0.79001,0.83222,0.38447,0.6004,0.50539,0.71403,3.07029,0.73686,0.000299598,0.000299598,0.000299598
38,92.2205,0.76625,2.02233,0.82622,0.83222,0.38447,0.6004,0.50539,0.71403,3.07029,0.73686,0.000286586,0.000286586,0.000286586
39,94.8505,0.67683,1.28035,0.75994,1,0.27763,0.73232,0.63268,0.67608,2.84184,0.73522,0.000272442,0.000272442,0.000272442
40,97.0055,0.59404,1.1827,0.81221,1,0.27763,0.73232,0.63268,0.67608,2.84184,0.73522,0.000257166,0.000257166,0.000257166
41,99.3846,0.84661,1.09965,0.7694,1,0.27763,0.73232,0.63268,0.67608,2.84184,0.73522,0.000240758,0.000240758,0.000240758
42,102.092,0.69346,1.09822,0.75012,0.97316,0.33333,0.90056,0.75394,0.69238,2.53164,0.73453,0.000223218,0.000223218,0.000223218
43,104.35,0.58707,1.05734,0.78252,0.97316,0.33333,0.90056,0.75394,0.69238,2.53164,0.73453,0.000204547,0.000204547,0.000204547
44,106.654,0.73873,1.81259,0.81952,0.97316,0.33333,0.90056,0.75394,0.69238,2.53164,0.73453,0.000184744,0.000184744,0.000184744
45,109.142,0.65981,1.05902,0.76381,0.97316,0.33333,0.90056,0.75394,0.69238,2.53164,0.73453,0.000163809,0.000163809,0.000163809
46,111.832,0.58077,0.97474,0.85041,0.9556,0.48834,0.995,0.81684,0.7133,2.27625,0.73611,0.000141743,0.000141743,0.000141743
47,114.274,0.67683,1.04402,0.76354,0.9556,0.48834,0.995,0.81684,0.7133,2.27625,0.73611,0.000118544,0.000118544,0.000118544
48,116.607,0.78917,1.90044,0.77451,0.9556,0.48834,0.995,0.81684,0.7133,2.27625,0.73611,9.4214e-05,9.4214e-05,9.4214e-05
49,118.973,0.64255,1.96783,0.81397,0.9556,0.48834,0.995,0.81684,0.7133,2.27625,0.73611,6.8752e-05,6.8752e-05,6.8752e-05
50,121.486,0.60104,1.00009,0.78893,0.94759,0.63694,0.98917,0.81524,0.71328,2.04366,0.73602,4.21584e-05,4.21584e-05,4.21584e-05
